3.097793884277343750e+02,-6.120826721191406250e+01,2.191386795043945312e+01,3.808517932891845703e+00,-5.822086334228515625e+01,-2.339775466918945312e+01,-3.921701049804687500e+01,1.877503585815429688e+01,3.527523422241210938e+01,-2.131394958496093750e+01,-2.884966278076171875e+01,-6.754432678222656250e+01,-1.848454284667968750e+01,-3.480219650268554688e+01,1.601674318313598633e+00,8.124203681945800781e+00,-4.258918762207031250e+01,7.774003028869628906e+00,-2.229663085937500000e+01,2.045403480529785156e+01,6.433187961578369141e+00,-2.111761856079101562e+01,1.272011947631835938e+01,-3.353085327148437500e+01,-1.657122421264648438e+01,3.244587707519531250e+01,4.204438781738281250e+01,3.856484603881835938e+01,-2.783138275146484375e+01,-2.718621730804443359e+00,-2.145676422119140625e+01,-1.460006999969482422e+01,3.987112760543823242e+00,-1.279603099822998047e+01,9.718409538269042969e+00,3.629392242431640625e+01,-4.458106613159179688e+01,-1.387682628631591797e+01,-8.809005737304687500e+00,2.608600616455078125e+01
2.875128173828125000e+02,-6.580841064453125000e+01,2.010493850708007812e+01,3.183158302307128906e+01,-5.133716201782226562e+01,-3.279356384277343750e+01,-3.671417236328125000e+01,2.006980705261230469e+01,4.283366012573242188e+01,-1.604691505432128906e+01,-2.180985260009765625e+01,-7.600196075439453125e+01,-1.478035926818847656e+00,-3.456869506835937500e+01,-4.714570045471191406e+00,9.493003845214843750e+00,-4.619466018676757812e+01,9.861928939819335938e+00,-9.589117050170898438e+00,2.055313110351562500e+01,1.110898780822753906e+01,-2.811006164550781250e+01,-4.051297187805175781e+00,-3.748361968994140625e+01,-3.014128494262695312e+01,5.195794296264648438e+01,4.843058395385742188e+01,2.219084930419921875e+01,-2.700440788269042969e+01,-2.975443124771118164e+00,-2.023224258422851562e+01,1.134968471527099609e+01,7.469435214996337891e+00,-2.309092903137207031e+01,2.656682205200195312e+01,9.582032203674316406e+00,-4.819660568237304688e+01,-3.130634117126464844e+01,4.038152694702148438e+00,1.468206977844238281e+01
2.975613403320312500e+02,-5.360120391845703125e+01,4.622545623779296875e+01,-1.142561149597167969e+01,-4.458034515380859375e+01,-1.776414299011230469e+01,-3.813666915893554688e+01,3.445856475830078125e+01,2.184117126464843750e+01,-2.341950607299804688e+01,-3.917771530151367188e+01,-6.983512115478515625e+01,-2.140378475189208984e+00,-2.614178657531738281e+01,5.397912979125976562e+00,8.236955642700195312e+00,-3.543758392333984375e+01,-1.562917995452880859e+01,-1.555507087707519531e+01,9.836507797241210938e+00,7.573842525482177734e+00,-3.278900909423828125e+01,4.260861396789550781e+00,-3.078207778930664062e+01,-3.611495971679687500e+01,2.886764717102050781e+01,4.366772842407226562e+01,2.405914688110351562e+01,-2.979752922058105469e+01,1.821941614151000977e+00,-7.374623298645019531e+00,-1.559048748016357422e+01,-5.177194118499755859e+00,-2.123679733276367188e+01,4.559815216064453125e+01,1.257672786712646484e+01,-3.385565185546875000e+01,-2.390983963012695312e+01,8.318359375000000000e+00,2.915911102294921875e+01
3.106415405273437500e+02,-7.137046813964843750e+01,2.445048522949218750e+01,1.988508796691894531e+01,-3.577174377441406250e+01,-1.974934005737304688e+01,-4.132721710205078125e+01,-4.305465221405029297e+00,3.272993087768554688e+01,-2.371894454956054688e+01,-3.289141845703125000e+01,-5.967835998535156250e+01,-2.936118602752685547e+00,-2.067713928222656250e+01,1.388807654380798340e+00,-3.201881408691406250e+00,-3.511257171630859375e+01,1.623588752746582031e+01,8.281075954437255859e-02,8.116999864578247070e-01,2.261985588073730469e+01,-2.083142471313476562e+01,5.008027553558349609e+00,-3.908662414550781250e+01,-3.485541152954101562e+01,1.521831607818603516e+01,1.477417373657226562e+01,1.225520896911621094e+01,-2.465157890319824219e+01,5.645745277404785156e+00,6.744711399078369141e+00,-1.507621860504150391e+01,-4.151593208312988281e+00,-1.592722511291503906e+01,1.548851013183593750e+01,1.463953590393066406e+01,-1.990106201171875000e+01,-1.037301063537597656e+01,8.769513130187988281e+00,8.193528175354003906e+00
3.369041748046875000e+02,-5.875933074951171875e+01,1.401651763916015625e+01,-5.860864162445068359e+00,-4.339062500000000000e+01,-2.237201499938964844e+01,-3.640866088867187500e+01,1.671103239059448242e-01,5.047914123535156250e+01,-1.556827163696289062e+01,-1.740786743164062500e+01,-5.404806518554687500e+01,7.175705432891845703e-01,-2.958349990844726562e+01,-6.381926536560058594e+00,-4.965852260589599609e+00,-3.695041656494140625e+01,3.766086578369140625e+01,-2.437371063232421875e+01,6.680450916290283203e+00,7.106747627258300781e+00,-2.750168418884277344e+01,3.408982515335083008e+00,-1.382677078247070312e+01,-2.508476257324218750e+01,1.825989151000976562e+01,1.158351135253906250e+01,2.170991516113281250e+01,-3.060817718505859375e+01,2.257342338562011719e-01,-5.697589874267578125e+00,-7.149257183074951172e+00,-9.098916053771972656e+00,-2.155405044555664062e+01,1.014284515380859375e+01,2.012894821166992188e+01,-3.972794723510742188e+01,-2.084438705444335938e+01,-1.726944565773010254e+00,1.968548202514648438e+01
3.191355285644531250e+02,-6.551728820800781250e+01,3.675607299804687500e+01,-1.348039150238037109e+00,-3.083530044555664062e+01,-1.796802902221679688e+01,-3.875783157348632812e+01,1.849272537231445312e+01,2.803782081604003906e+01,-3.139705657958984375e+01,-2.835067939758300781e+01,-6.136682891845703125e+01,-8.927807807922363281e-01,-2.323362350463867188e+01,-6.122300624847412109e-01,2.099949359893798828e+00,-2.896644592285156250e+01,2.668959999084472656e+01,-9.974675178527832031e+00,-1.113607788085937500e+01,6.421263694763183594e+00,-2.780775451660156250e+01,3.904104232788085938e-04,-2.666427993774414062e+01,-4.311558151245117188e+01,3.472449493408203125e+01,1.833202552795410156e+01,3.185258865356445312e+01,-3.154902648925781250e+01,-2.278956413269042969e+01,8.114183425903320312e+00,-6.435805320739746094e+00,-5.265586853027343750e+00,-3.705994415283203125e+01,2.673041152954101562e+01,8.154211044311523438e-01,-3.039737319946289062e+01,-2.977965164184570312e+01,1.436572551727294922e+01,3.864064025878906250e+01
3.220351562500000000e+02,-7.246623992919921875e+01,2.558149337768554688e+01,-2.640606403350830078e+00,-5.263655853271484375e+01,-1.867000198364257812e+01,-3.443560791015625000e+01,1.968151092529296875e+01,3.781259918212890625e+01,-2.816893577575683594e+01,-3.047586822509765625e+01,-5.838352584838867188e+01,-1.465408897399902344e+01,-2.660233688354492188e+01,-1.255692481994628906e+00,1.949431419372558594e+01,-4.061593627929687500e+01,-4.052752017974853516e+00,-2.328972816467285156e+01,1.491522216796875000e+01,1.443242073059082031e+01,-1.889057540893554688e+01,1.175354194641113281e+01,-3.404006576538085938e+01,-2.377012443542480469e+01,2.240412139892578125e+01,3.963908004760742188e+01,1.080895042419433594e+01,-2.697138595581054688e+01,-1.091574311256408691e+00,-8.769302368164062500e-01,-9.016563415527343750e+00,-5.641652107238769531e+00,-1.286072349548339844e+01,1.901263999938964844e+01,2.489726448059082031e+01,-5.014738464355468750e+01,-1.281284141540527344e+01,6.252824068069458008e-01,2.136183929443359375e+01
3.203323364257812500e+02,-5.696260833740234375e+01,1.523035430908203125e+01,-1.130150985717773438e+01,-4.912647247314453125e+01,-2.541845703125000000e+01,-3.281704711914062500e+01,1.321035575866699219e+01,4.158619689941406250e+01,-1.267494869232177734e+01,-2.257242202758789062e+01,-5.860498809814453125e+01,-8.957866668701171875e+00,-2.771794128417968750e+01,-5.041352748870849609e+00,5.399296283721923828e+00,-3.665830993652343750e+01,1.091267108917236328e+01,-2.152611541748046875e+01,1.096197128295898438e+01,1.146685791015625000e+01,-3.044701004028320312e+01,7.654525756835937500e+00,-1.536810016632080078e+01,-1.930122756958007812e+01,2.874612045288085938e+01,3.409668350219726562e+01,2.520970153808593750e+01,-2.696008682250976562e+01,5.284139633178710938e+00,-2.282207107543945312e+01,-6.326519966125488281e+00,-1.252134132385253906e+01,-1.912334823608398438e+01,3.289113616943359375e+01,1.559355735778808594e+01,-4.040379714965820312e+01,-2.345451354980468750e+01,-9.381347656250000000e+00,1.690166473388671875e+01
3.036713256835937500e+02,-6.359441375732421875e+01,2.543970870971679688e+01,5.801816940307617188e+00,-4.134280776977539062e+01,-2.030225372314453125e+01,-2.987391853332519531e+01,1.013555335998535156e+01,3.520012664794921875e+01,-1.259066772460937500e+01,-2.012076187133789062e+01,-6.287972259521484375e+01,-6.133756637573242188e-01,-2.526672935485839844e+01,-4.751859188079833984e+00,-1.318623542785644531e+00,-3.502426910400390625e+01,1.565616035461425781e+01,-1.945584869384765625e+01,5.959877490997314453e+00,1.623878479003906250e+01,-2.240386581420898438e+01,6.040873527526855469e+00,-2.825192260742187500e+01,-3.213616943359375000e+01,2.492752456665039062e+01,1.201511001586914062e+01,2.036290359497070312e+01,-2.431182861328125000e+01,-1.001143836975097656e+01,8.320484161376953125e+00,-1.477254486083984375e+01,-9.256367683410644531e+00,-2.490545463562011719e+01,3.315978622436523438e+01,1.083557796478271484e+01,-3.084312820434570312e+01,-1.588251590728759766e+01,-1.537810802459716797e+00,1.767178726196289062e+01
3.059020385742187500e+02,-6.229203033447265625e+01,2.143229484558105469e+01,-8.807716369628906250e+00,-4.424819183349609375e+01,-6.114918708801269531e+00,-3.079614830017089844e+01,2.211551284790039062e+01,2.743764114379882812e+01,-1.397848129272460938e+01,-2.338676452636718750e+01,-6.954028320312500000e+01,-6.335213661193847656e+00,-2.486194038391113281e+01,-4.639242172241210938e+00,3.744472980499267578e+00,-3.681594848632812500e+01,-2.628228187561035156e+00,-1.148639869689941406e+01,1.111837291717529297e+01,2.317781066894531250e+01,-3.917817306518554688e+01,1.133915138244628906e+01,-3.015225982666015625e+01,-3.578433990478515625e+01,1.724058914184570312e+01,2.181478881835937500e+01,2.213149452209472656e+01,-2.638248062133789062e+01,1.126255798339843750e+01,-2.916216850280761719e+00,-1.432310676574707031e+01,-1.445669651031494141e+01,-3.706295394897460938e+01,4.667690277099609375e+01,9.273311614990234375e+00,-3.007409858703613281e+01,-9.547390937805175781e+00,7.318300724029541016e+00,2.381324958801269531e+01
